id,title,track,status,keywords,author,rating,confidence,correctness,technical_novelty,empirical_novelty,presentation,rating_avg,confidence_avg,correctness_avg,technical_novelty_avg,empirical_novelty_avg,presentation_avg,corr_rating_confidence,corr_rating_correctness,site,proceeding,pdf,openreview,poster,slides,video,title_site
0FhKURbTyF,Efficient Potential-based Exploration in Reinforcement Learning using Inverse Dynamic Bisimulation Metric,main,Poster,Reinforcement learning;reward shaping;potential-based exploration;inverse dynamic bisimulation metric,"Yiming Wang, Ming Yang, Renzhi Dong, Binbin Sun, Furui Liu, Leong Hou U",5;6;6;7,5;4;3;4,3;2;2;3,2;3;2;3,,3;3;3;3,6.0,4.0,2.5,2.5,0,3.0,-0.5,0.0,https://nips.cc/virtual/2023/poster/73067,https://proceedings.neurips.cc/paper_files/paper/2023/hash/79f7f00cbe3003cea4d0c2326b4c0b42-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/79f7f00cbe3003cea4d0c2326b4c0b42-Paper-Conference.pdf,https://openreview.net/forum?id=0FhKURbTyF,/media/PosterPDFs/NeurIPS%202023/73067.png?t=1698222994.189243,https://nips.cc/virtual/2023/poster/73067,https://nips.cc/virtual/2023/poster/73067,
0H5fRQcpQ7,RoboHive: A Unified Framework for Robot Learning,Datasets & Benchmarks,Poster,Robot Learning,"Vikash Kumar, Rutav Shah, Gaoyue Zhou, Vincent Moens, Vittorio Caggiano, Abhishek Gupta, Aravind Rajeswaran",5;6;7;8,3;4;3;3,,,,,6.5,3.25,0.0,0.0,0,0.0,-0.2581988897471611,0.0,https://nips.cc/virtual/2023/poster/73725,https://proceedings.neurips.cc/paper_files/paper/2023/hash/8a84a4341c375b8441b36836bb343d4e-Abstract-Datasets_and_Benchmarks.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/8a84a4341c375b8441b36836bb343d4e-Abstract-Datasets_and_Benchmarks.html,https://openreview.net/forum?id=0H5fRQcpQ7,/media/PosterPDFs/NeurIPS%202023/73725.png?t=1702502757.8337026,https://nips.cc/virtual/2023/poster/73725,https://nips.cc/virtual/2023/poster/73725,
0Iw2dLh8uq,Multi-Agent Meta-Reinforcement Learning: Sharper Convergence Rates with Task Similarity,main,Poster,Reinforcement learning;game theory;multi-agent systems;meta-learning,"Weichao Mao, Haoran Qiu, Chen Wang, Hubertus Franke, Zbigniew Kalbarczyk, Ravishankar Iyer, Tamer Basar",4;6;8;8;8,3;3;1;4;3,2;2;4;4;3,2;3;3;3;3,,3;3;4;3;3,6.8,2.8,3.0,2.8,0,3.2,-0.15309310892394867,0.8385254915624212,https://nips.cc/virtual/2023/poster/73066,https://proceedings.neurips.cc/paper_files/paper/2023/hash/d1b1a091088904cbc7f7faa2b45c8f36-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/d1b1a091088904cbc7f7faa2b45c8f36-Paper-Conference.pdf,https://openreview.net/forum?id=0Iw2dLh8uq,/media/PosterPDFs/NeurIPS%202023/73066.png?t=1698851518.7243178,https://nips.cc/virtual/2023/poster/73066,https://nips.cc/virtual/2023/poster/73066,
0K1ZTfHZ0N,Dynamic Non-monotone Submodular Maximization,main,Poster,Non-monotone submodular maximization;dynamic algorithm;oracle query;video summarization,"Kiarash Banihashem, Leyla Biabani, Samira Goudarzi, MohammadTaghi Hajiaghayi, Peyman Jabbarzade, Morteza Monemizadeh",5;5;6;7,4;4;4;4,3;4;3;3,2;3;4;4,,3;2;4;3,5.75,4.0,3.25,3.25,0,3.0,0.0,-0.5222329678670935,https://nips.cc/virtual/2023/poster/73065,https://proceedings.neurips.cc/paper_files/paper/2023/hash/387982dbf23d9975c7fc45813dd3dabc-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/387982dbf23d9975c7fc45813dd3dabc-Paper-Conference.pdf,https://openreview.net/forum?id=0K1ZTfHZ0N,/media/PosterPDFs/NeurIPS%202023/73065.png?t=1702419770.1895626,https://nips.cc/virtual/2023/poster/73065,https://nips.cc/virtual/2023/poster/73065,
0LmWBhIYLi,Universal Prompt Tuning for Graph Neural Networks,main,Poster,graph neural networks;prompt tuning,"Taoran Fang, Yunchao Zhang, YANG YANG, Chunping Wang, Lei Chen",5;5;5;6;7,4;4;4;4;4,2;2;3;3;3,2;2;2;3;3,,3;3;2;3;3,5.6,4.0,2.6,2.4,0,2.8,0.0,0.6123724356957947,https://nips.cc/virtual/2023/poster/73064,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a4a1ee071ce0fe63b83bce507c9dc4d7-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/a4a1ee071ce0fe63b83bce507c9dc4d7-Paper-Conference.pdf,https://openreview.net/forum?id=0LmWBhIYLi,/media/PosterPDFs/NeurIPS%202023/73064.png?t=1698238536.990879,https://nips.cc/virtual/2023/poster/73064,https://nips.cc/virtual/2023/poster/73064,
0MGvE1Gkgv,Katakomba: Tools and Benchmarks for Data-Driven NetHack,Datasets & Benchmarks,Poster,Offline Reinforcement Learning;NetHack,"Vladislav Kurenkov, Alexander Nikulin, Denis Tarasov, Sergey Kolesnikov",4;6;7;7,3;3;4;3,,,,,6.0,3.25,0.0,0.0,0,0.0,0.4714045207910316,0.0,https://nips.cc/virtual/2023/poster/73724,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a5f596699d8d4637532f955c7f2860f4-Abstract-Datasets_and_Benchmarks.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/a5f596699d8d4637532f955c7f2860f4-Abstract-Datasets_and_Benchmarks.html,https://openreview.net/forum?id=0MGvE1Gkgv,,https://nips.cc/virtual/2023/poster/73724,https://nips.cc/virtual/2023/poster/73724,
0N73P8pH2l,ScaleLong: Towards More Stable Training of Diffusion Model via Scaling Network Long Skip Connection,main,Poster,Diffusion Model;Stable Training;Network architectures,"Zhongzhan Huang, Pan Zhou, Pan Zhou, Shuicheng Yan, Liang Lin",5;6;6;6;7;7,3;2;3;2;3;2,3;3;3;2;3;3,3;3;3;2;3;3,,3;3;2;2;3;4,6.166666666666667,2.5,2.8333333333333335,2.8333333333333335,0,2.8333333333333335,-0.24253562503633294,0.10846522890932815,https://nips.cc/virtual/2023/poster/73063,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ded98d28f82342a39f371c013dfb3058-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/ded98d28f82342a39f371c013dfb3058-Paper-Conference.pdf,https://openreview.net/forum?id=0N73P8pH2l,/media/PosterPDFs/NeurIPS%202023/73063.png?t=1701252027.7398767,https://nips.cc/virtual/2023/poster/73063,https://nips.cc/virtual/2023/poster/73063,
0NuseeBuB4,Gaussian Mixture Solvers for Diffusion Models,main,Poster,Diffusion models;SDE-based solver;Gaussian mixture;Stroke-based synthesis,"Hanzhong Guo, Cheng Lu, Fan Bao, Tianyu Pang, Shuicheng Yan, Chao Du, Chongxuan LI",5;6;6;7,4;3;3;3,3;2;2;3,3;2;3;2,,3;1;3;2,6.0,3.25,2.5,2.5,0,2.25,-0.816496580927726,0.0,https://nips.cc/virtual/2023/poster/73062,https://proceedings.neurips.cc/paper_files/paper/2023/hash/51373b6499708b6fcc38f1e8f8f5b376-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/51373b6499708b6fcc38f1e8f8f5b376-Paper-Conference.pdf,https://openreview.net/forum?id=0NuseeBuB4,,https://nips.cc/virtual/2023/poster/73062,https://nips.cc/virtual/2023/poster/73062,
0OImBCFsdf,SaVeNet: A Scalable Vector Network for Enhanced Molecular Representation Learning,main,Poster,geometric deep learning;molecule property prediction;geometric representation learning,"Sarp Aykent, Tian Xia",5;5;6;6;7,4;4;3;4;2,4;2;3;4;4,3;2;3;4;3,,2;2;2;2;3,5.8,3.4,3.4,3.0,0,2.2,-0.8685990362153793,0.4677071733467426,https://nips.cc/virtual/2023/poster/73061,https://proceedings.neurips.cc/paper_files/paper/2023/hash/860c1c657deafe09f64c013c2888bd7b-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/860c1c657deafe09f64c013c2888bd7b-Paper-Conference.pdf,https://openreview.net/forum?id=0OImBCFsdf,/media/PosterPDFs/NeurIPS%202023/73061.png?t=1702422266.4313703,https://nips.cc/virtual/2023/poster/73061,https://nips.cc/virtual/2023/poster/73061,
0ORqsMY6OL,Improved Communication Efficiency in Federated Natural Policy Gradient via ADMM-based Gradient Updates,main,Poster,reinforcement learning;federated learning,"Guangchen Lan, Han Wang, James Anderson, Christopher Brinton, Vaneet Aggarwal",4;6;6;7,4;4;4;2,2;3;3;3,2;3;2;3,,2;3;3;3,5.75,3.5,2.75,2.5,0,2.75,-0.6622661785325219,0.9271726499455306,https://nips.cc/virtual/2023/poster/73060,https://proceedings.neurips.cc/paper_files/paper/2023/hash/bc6a1f968f8b1dae3e880f3f723d7d46-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/bc6a1f968f8b1dae3e880f3f723d7d46-Paper-Conference.pdf,https://openreview.net/forum?id=0ORqsMY6OL,/media/PosterPDFs/NeurIPS%202023/73060.png?t=1699237572.4267704,https://nips.cc/virtual/2023/poster/73060,https://nips.cc/virtual/2023/poster/73060,
0OU1ZXXxs5,Pruning vs Quantization: Which is Better?,main,Poster,Neural network quantization;neural network pruning;magnitude pruning;post-training quantization;quantization-aware training,"Andrey Kuzmin, Markus Nagel, Mart van Baalen, Arash Behboodi, Tijmen Blankevoort",3;4;6;7,3;4;4;4,2;2;4;3,2;2;3;3,,2;2;3;4,5.0,3.75,2.75,2.5,0,2.75,0.7302967433402215,0.7627700713964739,https://nips.cc/virtual/2023/poster/73059,https://proceedings.neurips.cc/paper_files/paper/2023/hash/c48bc80aa5d3cbbdd712d1cc107b8319-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/c48bc80aa5d3cbbdd712d1cc107b8319-Paper-Conference.pdf,https://openreview.net/forum?id=0OU1ZXXxs5,/media/PosterPDFs/NeurIPS%202023/73059.png?t=1701694992.735572,https://nips.cc/virtual/2023/poster/73059,https://nips.cc/virtual/2023/poster/73059,
0P6uJtndWu,Efficient Diffusion Policies For Offline Reinforcement Learning,main,Poster,Offline Reinforcement Learning;Diffusion Models,"Bingyi Kang, Xiao Ma, Chao Du, Tianyu Pang, Shuicheng Yan",5;5;6;6;7,4;4;4;5;3,3;3;3;4;3,2;3;3;3;4,,3;3;3;3;3,5.8,4.0,3.2,3.0,0,3.0,-0.42257712736425823,0.13363062095621223,https://nips.cc/virtual/2023/poster/73058,https://proceedings.neurips.cc/paper_files/paper/2023/hash/d45e0bfb5a39477d56b55c0824200008-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/d45e0bfb5a39477d56b55c0824200008-Paper-Conference.pdf,https://openreview.net/forum?id=0P6uJtndWu,,https://nips.cc/virtual/2023/poster/73058,https://nips.cc/virtual/2023/poster/73058,
0QpwcDPiHT,Language Models Implement Simple Word2Vec-style Vector Arithmetic,main,Reject,interpretability;nlp;neural networks;deep learning;explainability;representation learning,,4;5;6;6;8,4;4;3;3;4,2;2;3;3;3,3;3;3;2;4,,2;4;3;4;4,5.8,3.6,2.6,3.0,0,3.4,-0.1230914909793327,0.8000946913656628,,,,,,,,
0RSQEh9lRG,OFCOURSE: A Multi-Agent Reinforcement Learning Environment for Order Fulfillment,Datasets & Benchmarks,Poster,order fulfillment;multi-agent reinforcement learning;e-commerce,"Yiheng Zhu, Yang Zhan, Xuankun Huang, Yuwei Chen, yujie Chen, Jiangwen Wei, Wei Feng, Yinzhi Zhou, Haoyuan Hu, Jieping Ye",4;6;6;10,4;4;3;4,,,,,6.5,3.75,0.0,0.0,0,0.0,0.13245323570650439,0.0,https://nips.cc/virtual/2023/poster/73723,https://proceedings.neurips.cc/paper_files/paper/2023/hash/6d0cfc5db3feeabf6762129ba91bd3a1-Abstract-Datasets_and_Benchmarks.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/6d0cfc5db3feeabf6762129ba91bd3a1-Abstract-Datasets_and_Benchmarks.html,https://openreview.net/forum?id=0RSQEh9lRG,/media/PosterPDFs/NeurIPS%202023/73723.png?t=1698992915.7880998,https://nips.cc/virtual/2023/poster/73723,https://nips.cc/virtual/2023/poster/73723,
0Tq1RGJBid,A Fast and Accurate Estimator for Large Scale Linear Model via Data Averaging,main,Poster,Big data;Data averaging;Order statistic;Sampling method;Sketching method.,"Rui Wang, Yanyan Ouyang, Yu Panpan, Wangli Xu",4;6;6;6;7,3;1;2;3;2,3;3;3;3;4,2;3;3;3;3,,2;3;2;2;2,5.8,2.2,3.2,2.8,0,2.2,-0.4909902530309828,0.6123724356957946,https://nips.cc/virtual/2023/poster/73057,https://proceedings.neurips.cc/paper_files/paper/2023/hash/6de668dab370194fa304a08be5aacd85-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/6de668dab370194fa304a08be5aacd85-Paper-Conference.pdf,https://openreview.net/forum?id=0Tq1RGJBid,,https://nips.cc/virtual/2023/poster/73057,https://nips.cc/virtual/2023/poster/73057,
0VcvYQ3uPh,Improved Frequency Estimation Algorithms with and without Predictions,main,Spotlight,learning-augmented algorithms;algorithms with predictions;data-driven algorithms;sublinear;streaming;frequency estimation;sketching,"Anders Aamand, Justin Chen, Huy Nguyen, Sandeep Silwal, Ali Vakilian",6;7;7;7;8,3;3;3;4;3,3;3;3;3;4,3;4;3;3;4,,2;4;3;3;4,7.0,3.2,3.2,3.4,0,3.2,0.0,0.7905694150420948,https://nips.cc/virtual/2023/poster/73056,https://proceedings.neurips.cc/paper_files/paper/2023/hash/2e49934cac6cb8604b0c67cfa0828718-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/2e49934cac6cb8604b0c67cfa0828718-Paper-Conference.pdf,https://openreview.net/forum?id=0VcvYQ3uPh,,https://nips.cc/virtual/2023/poster/73056,https://nips.cc/virtual/2023/poster/73056,
0WLMVDdvDF,No-Regret Online Reinforcement Learning with Adversarial Losses and Transitions,main,Poster,reinforcement Learning;best of both worlds;MDP;robust RL;adversarial corruption,"Tiancheng Jin, Junyan Liu, Chloé Rouyer, William Chang, Chen-Yu Wei, Haipeng Luo",5;7;7;7;7,1;3;4;3;3,3;4;3;3;3,3;4;3;3;3,,2;2;4;4;3,6.6,2.8,3.2,3.2,0,3.0,0.9185586535436918,0.2500000000000001,https://nips.cc/virtual/2023/poster/73055,https://proceedings.neurips.cc/paper_files/paper/2023/hash/79358587d84628728199059f648824e6-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/79358587d84628728199059f648824e6-Paper-Conference.pdf,https://openreview.net/forum?id=0WLMVDdvDF,/media/PosterPDFs/NeurIPS%202023/73055.png?t=1700380532.850445,https://nips.cc/virtual/2023/poster/73055,https://nips.cc/virtual/2023/poster/73055,
